ID,Tournament,Date,Home Team,Home Goals,Away Goals,Away Team,Win Conditions,Home Stadium
13669,FIFA World Cup qualification,05/09/2009,Peru,1,0,Uruguay,,TRUE
13670,FIFA World Cup qualification,05/09/2009,Poland,1,1,Northern Ireland,,TRUE
13671,FIFA World Cup qualification,05/09/2009,Spain,5,0,Belgium,,TRUE
13672,FIFA World Cup qualification,05/09/2009,Switzerland,2,0,Greece,,TRUE
13673,FIFA World Cup qualification,05/09/2009,United States,2,1,El Salvador,,TRUE
13674,Friendly,05/09/2009,Uzbekistan,0,0,Iran,,TRUE
13675,FIFA World Cup qualification,06/09/2009,Ghana,2,0,Sudan,,TRUE
13676,FIFA World Cup qualification,06/09/2009,Nigeria,2,2,Tunisia,,TRUE
13677,FIFA World Cup qualification,06/09/2009,Togo,1,1,Morocco,,TRUE
13678,FIFA World Cup qualification,09/09/2009,Albania,1,1,Denmark,,TRUE
13679,FIFA World Cup qualification,09/09/2009,Armenia,2,1,Belgium,,TRUE
13680,FIFA World Cup qualification,09/09/2009,Bolivia,1,3,Ecuador,,TRUE
13681,FIFA World Cup qualification,09/09/2009,Cameroon,2,1,Gabon,,TRUE
13682,FIFA World Cup qualification,09/09/2009,El Salvador,1,0,Costa Rica,,TRUE
13683,FIFA World Cup qualification,09/09/2009,England,5,1,Croatia,,TRUE
13684,FIFA World Cup qualification,09/09/2009,Germany,4,0,Azerbaijan,,TRUE
13685,FIFA World Cup qualification,09/09/2009,Hungary,0,1,Portugal,,TRUE
13686,Friendly,09/09/2009,Japan,4,3,Ghana,,FALSE
13687,FIFA World Cup qualification,09/09/2009,Latvia,2,2,Switzerland,,TRUE
13688,FIFA World Cup qualification,09/09/2009,Mexico,1,0,Honduras,,TRUE
13689,Friendly,09/09/2009,Qatar,1,1,Oman,,TRUE
13690,FIFA World Cup qualification,09/09/2009,Saudi Arabia,2,2,Bahrain,,TRUE
13691,FIFA World Cup qualification,09/09/2009,Scotland,0,1,Netherlands,,TRUE
13692,FIFA World Cup qualification,09/09/2009,Serbia,1,1,France,,TRUE
13693,FIFA World Cup qualification,09/09/2009,Slovenia,3,0,Poland,,TRUE
13694,FIFA World Cup qualification,09/09/2009,Spain,3,0,Estonia,,TRUE
13695,FIFA World Cup qualification,09/09/2009,Trinidad and Tobago,0,1,United States,,TRUE
13696,FIFA World Cup qualification,09/09/2009,Wales,1,3,Russia,,TRUE
13697,FIFA World Cup qualification,09/09/2009,Uruguay,3,1,Colombia,,TRUE
13698,FIFA World Cup qualification,09/09/2009,Paraguay,1,0,Argentina,,TRUE
13699,FIFA World Cup qualification,09/09/2009,Brazil,4,2,Chile,,TRUE
13700,Friendly,30/09/2009,Argentina,2,0,Ghana,,TRUE
13701,Friendly,30/09/2009,Mexico,1,2,Colombia,,FALSE
13702,Friendly,08/10/2009,Croatia,3,2,Qatar,,TRUE
13703,AFC Asian Cup qualification,08/10/2009,Japan,6,0,Hong Kong,,TRUE
13704,FIFA World Cup qualification,10/10/2009,Argentina,2,1,Peru,,TRUE
13705,FIFA World Cup qualification,10/10/2009,Armenia,1,2,Spain,,TRUE
13706,Friendly,10/10/2009,Australia,0,0,Netherlands,,TRUE
13707,FIFA World Cup qualification,10/10/2009,Belgium,2,0,Turkey,,TRUE
13708,FIFA World Cup qualification,10/10/2009,Cameroon,3,0,Togo,,TRUE
13709,FIFA World Cup qualification,10/10/2009,Costa Rica,4,0,Trinidad and Tobago,,TRUE
13710,FIFA World Cup qualification,10/10/2009,Czech Republic,2,0,Poland,,TRUE
13711,FIFA World Cup qualification,10/10/2009,Denmark,1,0,Sweden,,TRUE
13712,FIFA World Cup qualification,10/10/2009,Ecuador,1,2,Uruguay,,TRUE
13713,FIFA World Cup qualification,10/10/2009,Finland,2,1,Wales,,TRUE
13714,FIFA World Cup qualification,10/10/2009,France,5,0,Faroe Islands,,TRUE
13715,FIFA World Cup qualification,10/10/2009,Gabon,3,1,Morocco,,TRUE
13716,FIFA World Cup qualification,10/10/2009,Honduras,2,3,United States,,TRUE
13717,Friendly,10/10/2009,Japan,2,0,Scotland,,TRUE
13718,FIFA World Cup qualification,10/10/2009,Luxembourg,0,3,Switzerland,,TRUE
13719,FIFA World Cup qualification,10/10/2009,Mexico,4,1,El Salvador,,TRUE
13720,FIFA World Cup qualification,10/10/2009,Portugal,3,0,Hungary,,TRUE
13721,FIFA World Cup qualification,10/10/2009,Russia,0,1,Germany,,TRUE
13722,FIFA World Cup qualification,10/10/2009,Serbia,5,0,Romania,,TRUE
13723,FIFA World Cup qualification,10/10/2009,Ukraine,1,0,England,,TRUE
13724,FIFA World Cup qualification,11/10/2009,Benin,1,0,Ghana,,TRUE
13725,Friendly,11/10/2009,North Macedonia,2,1,Qatar,,TRUE
13726,FIFA World Cup qualification,11/10/2009,Bolivia,2,1,Brazil,,TRUE
13727,Friendly,14/10/2009,Angola,0,0,Cameroon,,FALSE
13728,AFC Asian Cup qualification,14/10/2009,Australia,1,0,Oman,,TRUE
13729,FIFA World Cup qualification,14/10/2009,Bosnia and Herzegovina,2,5,Spain,,TRUE
13730,FIFA World Cup qualification,14/10/2009,Brazil,0,0,Venezuela,,TRUE
13731,FIFA World Cup qualification,14/10/2009,Chile,1,0,Ecuador,,TRUE
13732,FIFA World Cup qualification,14/10/2009,Denmark,0,1,Hungary,,TRUE
13733,FIFA World Cup qualification,14/10/2009,England,3,0,Belarus,,TRUE
13734,FIFA World Cup qualification,14/10/2009,Estonia,2,0,Belgium,,TRUE
13735,FIFA World Cup qualification,14/10/2009,France,3,1,Austria,,TRUE
13736,FIFA World Cup qualification,14/10/2009,Germany,1,1,Finland,,TRUE
13737,Friendly,14/10/2009,Japan,5,0,Togo,,TRUE
13738,FIFA World Cup qualification,14/10/2009,Kazakhstan,1,2,Croatia,,TRUE
13739,Friendly,14/10/2009,South Korea,2,0,Senegal,,TRUE
13740,FIFA World Cup qualification,14/10/2009,Liechtenstein,0,2,Wales,,TRUE
13741,FIFA World Cup qualification,14/10/2009,Lithuania,2,1,Serbia,,TRUE
13742,FIFA World Cup qualification,14/10/2009,Poland,0,1,Slovakia,,TRUE
13743,FIFA World Cup qualification,14/10/2009,Portugal,4,0,Malta,,TRUE
13744,Friendly,14/10/2009,Qatar,2,2,DR Congo,,FALSE
13745,FIFA World Cup qualification,14/10/2009,Switzerland,0,0,Israel,,TRUE
13746,FIFA World Cup qualification,14/10/2009,Trinidad and Tobago,2,2,Mexico,,TRUE
13747,Friendly,14/10/2009,Tunisia,0,1,Saudi Arabia,,TRUE
13748,FIFA World Cup qualification,14/10/2009,Uruguay,0,1,Argentina,,TRUE
13749,FIFA World Cup qualification,14/10/2009,United States,2,2,Costa Rica,,TRUE
13750,Friendly,10/11/2009,Iran,1,0,Iceland,,TRUE
13751,Friendly,13/11/2009,Paraguay,0,2,Qatar,,FALSE
13752,Friendly,14/11/2009,Belgium,3,0,Hungary,,TRUE
13753,Friendly,14/11/2009,Brazil,1,0,England,,FALSE
13754,FIFA World Cup qualification,14/11/2009,Costa Rica,0,1,Uruguay,,TRUE
13755,Friendly,14/11/2009,Croatia,5,0,Liechtenstein,,TRUE
13756,Friendly,14/11/2009,Denmark,0,0,South Korea,,TRUE
13757,AFC Asian Cup qualification,14/11/2009,Iran,1,0,Jordan,,TRUE
13758,FIFA World Cup qualification,14/11/2009,Republic of Ireland,0,1,France,,TRUE
13759,Friendly,14/11/2009,Italy,0,0,Netherlands,,TRUE
13760,Friendly,14/11/2009,North Macedonia,3,0,Canada,,TRUE
13761,FIFA World Cup qualification,14/11/2009,Morocco,0,2,Cameroon,,TRUE
13762,FIFA World Cup qualification,14/11/2009,Mozambique,1,0,Tunisia,,TRUE
13763,Friendly,14/11/2009,Northern Ireland,0,1,Serbia,,TRUE
13764,AFC Asian Cup qualification,14/11/2009,Oman,1,2,Australia,,TRUE
13765,Friendly,14/11/2009,Poland,0,1,Romania,,TRUE
13766,FIFA World Cup qualification,14/11/2009,Portugal,1,0,Bosnia and Herzegovina,,TRUE
13767,Friendly,14/11/2009,Saudi Arabia,1,1,Belarus,,TRUE
13768,Friendly,14/11/2009,Slovakia,1,0,United States,,TRUE
13769,Friendly,14/11/2009,South Africa,0,0,Japan,,TRUE
13770,Friendly,14/11/2009,Spain,2,1,Argentina,,TRUE
13771,Friendly,14/11/2009,Switzerland,0,1,Norway,,TRUE
13772,Friendly,14/11/2009,Wales,3,0,Scotland,,TRUE
13773,FIFA World Cup qualification,15/11/2009,Ghana,2,2,Mali,,TRUE
13774,Friendly,17/11/2009,Belgium,2,0,Qatar,,FALSE
13775,Friendly,17/11/2009,Oman,0,2,Brazil,,TRUE
13776,Friendly,18/11/2009,Angola,0,0,Ghana,,TRUE
13777,Friendly,18/11/2009,Austria,1,5,Spain,,TRUE
13778,FIFA World Cup qualification,18/11/2009,Bosnia and Herzegovina,0,1,Portugal,,TRUE
13779,Friendly,18/11/2009,Denmark,3,1,United States,,TRUE
13780,FIFA World Cup qualification,18/11/2009,France,1,1,Republic of Ireland,,TRUE
13781,Friendly,18/11/2009,Germany,2,2,Ivory Coast,,TRUE
13782,AFC Asian Cup qualification,18/11/2009,Hong Kong,0,4,Japan,,TRUE
13783,Friendly,18/11/2009,Iran,1,1,North Macedonia,,TRUE
13784,Friendly,18/11/2009,South Korea,0,1,Serbia,,FALSE
13785,Friendly,18/11/2009,Netherlands,0,0,Paraguay,,TRUE
13786,Friendly,18/11/2009,Poland,1,0,Canada,,TRUE
13787,FIFA World Cup qualification,18/11/2009,Uruguay,1,1,Costa Rica,,TRUE
13788,AFC Asian Cup qualification,22/11/2009,Jordan,1,0,Iran,,TRUE
13789,Friendly,22/12/2009,Catalonia,4,2,Argentina,,TRUE
13790,Friendly,28/12/2009,Qatar,3,2,Iran,,TRUE
13791,Friendly,30/12/2009,Mali,2,1,Iran,,FALSE
13792,Friendly,30/12/2009,Qatar,0,1,North Korea,,TRUE
13793,Friendly,02/01/2010,Iran,1,0,North Korea,,FALSE
13794,Friendly,02/01/2010,Qatar,0,0,Mali,,TRUE
13795,Friendly,05/01/2010,Ghana,0,0,Malawi,,FALSE
13796,AFC Asian Cup qualification,06/01/2010,Kuwait,2,2,Australia,,TRUE
13797,AFC Asian Cup qualification,06/01/2010,Singapore,1,3,Iran,,TRUE
13798,AFC Asian Cup qualification,06/01/2010,Yemen,2,3,Japan,,TRUE
13799,Friendly,09/01/2010,Kenya,1,3,Cameroon,,TRUE
13800,Friendly,09/01/2010,Tunisia,1,2,Gambia,,TRUE
13801,Friendly,09/01/2010,Zambia,4,2,South Korea,,FALSE
13802,African Cup of Nations,13/01/2010,Cameroon,0,1,Gabon,,FALSE
13803,African Cup of Nations,13/01/2010,Zambia,1,1,Tunisia,,FALSE
13804,African Cup of Nations,15/01/2010,Ivory Coast,3,1,Ghana,,FALSE
13805,African Cup of Nations,17/01/2010,Cameroon,3,2,Zambia,,FALSE
13806,African Cup of Nations,17/01/2010,Gabon,0,0,Tunisia,,FALSE
13807,Friendly,18/01/2010,Finland,0,2,South Korea,,FALSE
13808,African Cup of Nations,19/01/2010,Burkina Faso,0,1,Ghana,,FALSE
13809,King's Cup,20/01/2010,Thailand,1,3,Poland,,TRUE
13810,African Cup of Nations,21/01/2010,Cameroon,2,2,Tunisia,,FALSE
13811,Friendly,22/01/2010,Latvia,0,1,South Korea,,FALSE
13812,King's Cup,23/01/2010,Poland,6,1,Singapore,,FALSE
13813,Friendly,23/01/2010,United States,1,3,Honduras,,TRUE
13814,African Cup of Nations,24/01/2010,Angola,0,1,Ghana,,TRUE
13815,African Cup of Nations,25/01/2010,Egypt,3,1,Cameroon,,FALSE
13816,Friendly,26/01/2010,Argentina,3,2,Costa Rica,,TRUE
13817,African Cup of Nations,28/01/2010,Ghana,1,0,Nigeria,,FALSE
13818,African Cup of Nations,31/01/2010,Ghana,0,1,Egypt,,FALSE
13819,Friendly,31/01/2010,Jamaica,1,0,Canada,,TRUE
13820,Friendly,02/02/2010,Japan,0,0,Venezuela,,TRUE
13821,EAFF Championship,06/02/2010,Japan,0,0,China PR,,TRUE
13822,EAFF Championship,07/02/2010,South Korea,5,0,Hong Kong,,FALSE
13823,Friendly,10/02/2010,Argentina,2,1,Jamaica,,TRUE
13824,EAFF Championship,10/02/2010,China PR,3,0,South Korea,,FALSE
13825,EAFF Championship,11/02/2010,Japan,3,0,Hong Kong,,TRUE
13826,EAFF Championship,14/02/2010,Japan,1,3,South Korea,,TRUE
13827,Friendly,24/02/2010,Mexico,5,0,Bolivia,,FALSE
13828,Friendly,24/02/2010,United States,2,1,El Salvador,,TRUE
13829,Friendly,02/03/2010,Republic of Ireland,0,2,Brazil,,FALSE
13830,Friendly,03/03/2010,Algeria,0,3,Serbia,,TRUE
13831,AFC Asian Cup qualification,03/03/2010,Australia,1,0,Indonesia,,TRUE
13832,Friendly,03/03/2010,Austria,2,1,Denmark,,TRUE
13833,Friendly,03/03/2010,Belgium,0,1,Croatia,,TRUE
13834,Friendly,03/03/2010,Bosnia and Herzegovina,2,1,Ghana,,TRUE
13835,Friendly,03/03/2010,England,3,1,Egypt,,TRUE
13836,Friendly,03/03/2010,France,0,2,Spain,,TRUE
13837,Friendly,03/03/2010,Germany,0,1,Argentina,,TRUE
13838,Friendly,03/03/2010,Greece,0,2,Senegal,,TRUE
13839,AFC Asian Cup qualification,03/03/2010,Iran,1,0,Thailand,,TRUE
13840,Friendly,03/03/2010,Italy,0,0,Cameroon,,FALSE
13841,Friendly,03/03/2010,Ivory Coast,0,2,South Korea,,FALSE
13842,AFC Asian Cup qualification,03/03/2010,Japan,2,0,Bahrain,,TRUE
13843,Friendly,03/03/2010,Mexico,2,0,New Zealand,,FALSE
13844,Friendly,03/03/2010,Netherlands,2,1,United States,,TRUE
13845,Friendly,03/03/2010,Poland,2,0,Bulgaria,,TRUE
13846,Friendly,03/03/2010,Portugal,2,0,China PR,,TRUE
13847,Friendly,03/03/2010,Slovenia,4,1,Qatar,,TRUE
13848,Friendly,03/03/2010,Switzerland,1,3,Uruguay,,TRUE
13849,Friendly,03/03/2010,Wales,0,1,Sweden,,TRUE
13850,Friendly,17/03/2010,Mexico,2,1,North Korea,,TRUE
13851,Friendly,24/03/2010,Mexico,0,0,Iceland,,FALSE
13852,Friendly,07/04/2010,Japan,0,3,Serbia,,TRUE
13853,Friendly,05/05/2010,Argentina,4,0,Haiti,,TRUE
13854,Friendly,07/05/2010,Mexico,0,0,Ecuador,,FALSE
13855,Friendly,10/05/2010,Mexico,1,0,Senegal,,FALSE
13856,Friendly,13/05/2010,Germany,3,0,Malta,,TRUE
13857,Friendly,13/05/2010,Mexico,1,0,Angola,,FALSE
13858,Friendly,16/05/2010,South Korea,2,0,Ecuador,,TRUE
13859,Friendly,16/05/2010,Mexico,1,0,Chile,,TRUE
13860,Friendly,19/05/2010,Austria,0,1,Croatia,,TRUE
13861,Friendly,19/05/2010,Belgium,2,1,Bulgaria,,TRUE
13862,Friendly,21/05/2010,DR Congo,0,2,Saudi Arabia,,FALSE
13863,Friendly,23/05/2010,Croatia,2,0,Wales,,TRUE
13864,Friendly,24/05/2010,Argentina,5,0,Canada,,TRUE
13865,Friendly,24/05/2010,Australia,2,1,New Zealand,,TRUE
13866,Friendly,24/05/2010,England,3,1,Mexico,,TRUE
13867,Friendly,24/05/2010,Japan,0,2,South Korea,,TRUE
13868,Friendly,24/05/2010,Portugal,0,0,Cape Verde,,TRUE
13869,Friendly,25/05/2010,Georgia,0,0,Cameroon,,FALSE
13870,Friendly,25/05/2010,Nigeria,0,0,Saudi Arabia,,FALSE
13871,Friendly,25/05/2010,United States,2,4,Czech Republic,,TRUE
13872,Friendly,26/05/2010,Estonia,0,0,Croatia,,TRUE
13873,Friendly,26/05/2010,France,2,1,Costa Rica,,TRUE
13874,Friendly,26/05/2010,Netherlands,2,1,Mexico,,FALSE
13875,Friendly,26/05/2010,Uruguay,4,1,Israel,,TRUE
13876,Friendly,27/05/2010,Denmark,2,0,Senegal,,TRUE
13877,Friendly,29/05/2010,Hungary,0,3,Germany,,TRUE
13878,Friendly,29/05/2010,New Zealand,1,0,Serbia,,FALSE
13879,Friendly,29/05/2010,Poland,0,0,Finland,,TRUE
13880,Friendly,29/05/2010,Slovakia,1,1,Cameroon,,FALSE
13881,Friendly,29/05/2010,Spain,3,2,Saudi Arabia,,FALSE
13882,Friendly,29/05/2010,United States,2,1,Turkey,,TRUE
13883,Friendly,29/05/2010,Venezuela,1,1,Canada,,TRUE
13884,Friendly,30/05/2010,Belarus,1,0,South Korea,,FALSE
13885,Friendly,30/05/2010,Japan,1,2,England,,FALSE
13886,Friendly,30/05/2010,Mexico,5,1,Gambia,,FALSE
13887,Friendly,30/05/2010,Tunisia,1,1,France,,TRUE
13888,Friendly,01/06/2010,Australia,1,0,Denmark,,FALSE
13889,Friendly,01/06/2010,Netherlands,4,1,Ghana,,TRUE
13890,Friendly,01/06/2010,Portugal,3,1,Cameroon,,TRUE
13891,Friendly,01/06/2010,Switzerland,0,1,Costa Rica,,TRUE
13892,Friendly,02/06/2010,Serbia,0,0,Poland,,FALSE
13893,Friendly,02/06/2010,Zimbabwe,0,3,Brazil,,TRUE
13894,Friendly,03/06/2010,Germany,3,1,Bosnia and Herzegovina,,TRUE
13895,Friendly,03/06/2010,Italy,1,2,Mexico,,FALSE
13896,Friendly,03/06/2010,Spain,1,0,South Korea,,FALSE
13897,Friendly,04/06/2010,France,0,1,China PR,,FALSE
13898,Friendly,04/06/2010,Japan,0,2,Ivory Coast,,FALSE
13899,Friendly,05/06/2010,Australia,1,3,United States,,FALSE
13900,Friendly,05/06/2010,Ghana,1,0,Latvia,,FALSE
13901,Friendly,05/06/2010,Netherlands,6,1,Hungary,,TRUE
13902,Friendly,05/06/2010,Serbia,4,3,Cameroon,,TRUE
13903,Friendly,05/06/2010,Slovakia,3,0,Costa Rica,,TRUE
13904,Friendly,05/06/2010,South Africa,1,0,Denmark,,TRUE
13905,Friendly,05/06/2010,Switzerland,1,1,Italy,,TRUE
13906,Friendly,07/06/2010,Tanzania,1,5,Brazil,,TRUE
13907,Friendly,08/06/2010,Mozambique,0,3,Portugal,,FALSE
13908,Friendly,08/06/2010,Spain,6,0,Poland,,TRUE
13909,Friendly,20/06/2010,Sudan,2,6,Tunisia,,TRUE
13910,African Cup of Nations qualification,01/07/2010,Tunisia,0,1,Botswana,,TRUE
13911,Friendly,10/08/2010,Bosnia and Herzegovina,1,1,Qatar,,TRUE
13912,Friendly,10/08/2010,United States,0,2,Brazil,,TRUE
13913,Friendly,11/08/2010,Angola,0,2,Uruguay,,FALSE
13914,Friendly,11/08/2010,Armenia,1,3,Iran,,TRUE
13915,Friendly,11/08/2010,Austria,0,1,Switzerland,,TRUE
13916,African Cup of Nations qualification,11/08/2010,Chad,1,3,Tunisia,,TRUE
13917,Friendly,11/08/2010,Denmark,2,2,Germany,,TRUE
13918,Friendly,11/08/2010,England,2,1,Hungary,,TRUE
13919,Friendly,11/08/2010,Finland,1,0,Belgium,,TRUE
13920,Friendly,11/08/2010,Republic of Ireland,0,1,Argentina,,TRUE
13921,Friendly,11/08/2010,South Korea,2,1,Nigeria,,TRUE
13922,Friendly,11/08/2010,Mexico,1,1,Spain,,TRUE
13923,Friendly,11/08/2010,Morocco,2,1,Equatorial Guinea,,TRUE
13924,Friendly,11/08/2010,Norway,2,1,France,,TRUE
13925,Friendly,11/08/2010,Paraguay,2,0,Costa Rica,,TRUE
13926,Friendly,11/08/2010,Poland,0,3,Cameroon,,TRUE
13927,Friendly,11/08/2010,Saudi Arabia,1,0,Togo,,TRUE
13928,Friendly,11/08/2010,Senegal,1,0,Cape Verde,,TRUE
13929,Friendly,11/08/2010,Serbia,0,1,Greece,,TRUE
13930,Friendly,11/08/2010,Slovakia,1,1,Croatia,,TRUE
13931,Friendly,11/08/2010,Slovenia,2,0,Australia,,TRUE
13932,Friendly,11/08/2010,South Africa,1,0,Ghana,,TRUE
13933,Friendly,11/08/2010,Ukraine,1,1,Netherlands,,TRUE
13934,Friendly,11/08/2010,Wales,5,1,Luxembourg,,TRUE
13935,UEFA Euro qualification,03/09/2010,Belgium,0,1,Germany,,TRUE
13936,Friendly,03/09/2010,China PR,0,2,Iran,,TRUE
13937,UEFA Euro qualification,03/09/2010,England,4,0,Bulgaria,,TRUE
13938,UEFA Euro qualification,03/09/2010,Faroe Islands,0,3,Serbia,,TRUE
13939,UEFA Euro qualification,03/09/2010,France,0,1,Belarus,,TRUE
13940,UEFA Euro qualification,03/09/2010,Latvia,0,3,Croatia,,TRUE
13941,UEFA Euro qualification,03/09/2010,Liechtenstein,0,4,Spain,,TRUE
13942,UEFA Euro qualification,03/09/2010,Montenegro,1,0,Wales,,TRUE
13943,Friendly,03/09/2010,Panama,2,2,Costa Rica,,TRUE
13944,UEFA Euro qualification,03/09/2010,Portugal,4,4,Cyprus,,TRUE
13945,Friendly,03/09/2010,Qatar,1,1,Bahrain,,TRUE
13946,UEFA Euro qualification,03/09/2010,San Marino,0,5,Netherlands,,TRUE
13947,Friendly,03/09/2010,Switzerland,0,0,Australia,,TRUE
13948,Friendly,04/09/2010,Canada,0,2,Peru,,TRUE
13949,Friendly,04/09/2010,Japan,1,0,Paraguay,,TRUE
13950,African Cup of Nations qualification,04/09/2010,Mauritius,1,3,Cameroon,,TRUE
13951,Friendly,04/09/2010,Mexico,1,2,Ecuador,,TRUE
13952,African Cup of Nations qualification,04/09/2010,Morocco,0,0,Central African Republic,,TRUE
13953,Friendly,04/09/2010,Poland,1,1,Ukraine,,TRUE
13954,African Cup of Nations qualification,04/09/2010,Tunisia,2,2,Malawi,,TRUE
13955,African Cup of Nations qualification,05/09/2010,DR Congo,2,4,Senegal,,TRUE
13956,Friendly,05/09/2010,Jamaica,1,0,Costa Rica,,TRUE
13957,African Cup of Nations qualification,05/09/2010,Eswatini,0,3,Ghana,,TRUE
13958,Friendly,07/09/2010,Argentina,4,1,Spain,,TRUE
13959,UEFA Euro qualification,07/09/2010,Bosnia and Herzegovina,0,2,France,,TRUE
13960,Friendly,07/09/2010,Canada,2,1,Honduras,,TRUE
13961,UEFA Euro qualification,07/09/2010,Croatia,0,0,Greece,,TRUE
13962,UEFA Euro qualification,07/09/2010,Denmark,1,0,Iceland,,TRUE
13963,UEFA Euro qualification,07/09/2010,Germany,6,1,Azerbaijan,,TRUE
13964,Friendly,07/09/2010,Japan,2,1,Guatemala,,TRUE
13965,Friendly,07/09/2010,South Korea,0,1,Iran,,TRUE
13966,Friendly,07/09/2010,Mexico,1,0,Colombia,,TRUE
13967,UEFA Euro qualification,07/09/2010,Netherlands,2,1,Finland,,TRUE
13968,UEFA Euro qualification,07/09/2010,Norway,1,0,Portugal,,TRUE
13969,Friendly,07/09/2010,Poland,1,2,Australia,,TRUE
13970,Friendly,07/09/2010,Qatar,1,1,Oman,,TRUE
13971,UEFA Euro qualification,07/09/2010,Serbia,1,1,Slovenia,,TRUE
13972,UEFA Euro qualification,07/09/2010,Switzerland,1,3,England,,TRUE
13973,UEFA Euro qualification,07/09/2010,Turkey,3,2,Belgium,,TRUE
13974,Friendly,07/09/2010,Venezuela,1,0,Ecuador,,TRUE
13975,WAFF Championship,24/09/2010,Iran,3,0,Bahrain,,FALSE
13976,WAFF Championship,28/09/2010,Oman,2,2,Iran,,FALSE
13977,WAFF Championship,01/10/2010,Iran,2,1,Iraq,,FALSE
13978,WAFF Championship,03/10/2010,Iran,1,2,Kuwait,,FALSE
13979,Friendly,07/10/2010,Iran,0,3,Brazil,,FALSE
13980,Friendly,08/10/2010,Colombia,1,0,Ecuador,,FALSE
13981,UEFA Euro qualification,08/10/2010,Germany,3,0,Turkey,,TRUE
13982,Friendly,08/10/2010,Indonesia,1,7,Uruguay,,TRUE
13983,Friendly,08/10/2010,Japan,1,0,Argentina,,TRUE
13984,UEFA Euro qualification,08/10/2010,Kazakhstan,0,2,Belgium,,TRUE
13985,UEFA Euro qualification,08/10/2010,Moldova,0,1,Netherlands,,TRUE
13986,UEFA Euro qualification,08/10/2010,Montenegro,1,0,Switzerland,,TRUE
13987,Friendly,08/10/2010,Peru,2,0,Costa Rica,,TRUE
13988,UEFA Euro qualification,08/10/2010,Portugal,3,1,Denmark,,TRUE
13989,UEFA Euro qualification,08/10/2010,Serbia,1,3,Estonia,,TRUE
13990,UEFA Euro qualification,08/10/2010,Spain,3,1,Lithuania,,TRUE
13991,Friendly,08/10/2010,Ukraine,2,2,Canada,,TRUE
13992,UEFA Euro qualification,08/10/2010,Wales,0,1,Bulgaria,,TRUE
13993,Friendly,09/10/2010,Australia,1,0,Paraguay,,TRUE
13994,African Cup of Nations qualification,09/10/2010,Cameroon,1,1,DR Congo,,TRUE
13995,UEFA Euro qualification,09/10/2010,France,2,0,Romania,,TRUE
13996,UEFA Euro qualification,09/10/2010,Israel,1,2,Croatia,,TRUE
13997,Friendly,09/10/2010,Saudi Arabia,4,0,Uzbekistan,,TRUE
13998,African Cup of Nations qualification,09/10/2010,Senegal,7,0,Mauritius,,TRUE
13999,African Cup of Nations qualification,09/10/2010,Tanzania,0,1,Morocco,,TRUE
14000,Friendly,09/10/2010,United States,2,2,Poland,,TRUE
14001,African Cup of Nations qualification,10/10/2010,Ghana,0,0,Sudan,,TRUE
14002,African Cup of Nations qualification,10/10/2010,Togo,1,2,Tunisia,,TRUE
14003,Friendly,11/10/2010,Brazil,2,0,Ukraine,,FALSE
14004,UEFA Euro qualification,12/10/2010,Belgium,4,4,Austria,,TRUE
14005,Friendly,12/10/2010,Bulgaria,2,0,Saudi Arabia,,FALSE
14006,Friendly,12/10/2010,China PR,0,4,Uruguay,,TRUE
14007,Friendly,12/10/2010,Costa Rica,2,1,El Salvador,,TRUE
14008,Friendly,12/10/2010,Croatia,2,1,Norway,,TRUE
14009,UEFA Euro qualification,12/10/2010,Denmark,2,0,Cyprus,,TRUE
14010,Friendly,12/10/2010,Ecuador,2,2,Poland,,FALSE
14011,UEFA Euro qualification,12/10/2010,England,0,0,Montenegro,,TRUE
14012,UEFA Euro qualification,12/10/2010,France,2,0,Luxembourg,,TRUE
14013,UEFA Euro qualification,12/10/2010,Iceland,1,3,Portugal,,TRUE
14014,UEFA Euro qualification,12/10/2010,Italy,3,0,Serbia,,TRUE
14015,UEFA Euro qualification,12/10/2010,Kazakhstan,0,3,Germany,,TRUE
